prediction,truth
0.10119947759695436,0.036493391262472426
0.0707894074092672,0.14140047745907752
0.016729971768643215,0.02332918068707204
0.4983362126725509,0.6536365471266805
0.007641355987946796,0.008814028441706017
0.03524653731147176,0.018879293779045136
0.13162573566292013,0.05243394280434894
0.026734209835229228,0.03778733115020396
0.031490322477007004,0.049058713816465274
0.2353847533012493,0.11886629161860221
0.07578386688660577,0.026065207107290437
0.029712105330580107,0.042107182397280486
0.26815088736336123,0.19571087330956466
0.17678489159602662,0.07156021782196816
0.05114908011621966,0.048722239089684996
0.022223450069162487,0.018561663051201348
0.03865358934624574,0.012518777765142026
0.028974046748909243,0.0893593836974328
0.06458718850879919,0.04390601793698336
0.17794396351433062,0.1967176361252174
0.040338637036824165,0.036260365923800844
0.08214086254402542,0.05840487884020086
0.05677874804134575,0.05412834331595103
0.07385279428200242,0.06432895701289525
0.2985412259572702,0.1361278615664887
0.013703976337192447,0.0234947344548365
0.016910664194909275,0.0058182295685332295
0.05230225857328419,0.05129125840643228
0.025171888836913903,0.04863910903562211
0.047916931470176505,0.07521419798333884
0.0041515327066941055,0.00212982828997918
0.02206591338262376,0.04044784699209991
0.04243304557726446,0.06276777352583238
0.1080081483093831,0.026678574387480232
0.04029455515579816,0.132950483610847
0.08678356887996075,0.04784471922033493
0.019428032575124488,0.034528370060134476
0.01285805206997348,0.00341165374161059
0.02270869849992796,0.025839568893946865
0.03908156735075419,0.018632516529338995
0.0178470339550596,0.032360490564836704
0.020189335099994432,0.012752673327189542
0.07867860815474803,0.03604648045520964
0.166998775903053,0.18807161373348266
0.010037892676628468,0.008404993582113638
0.02705648640155267,0.01329070153833272
0.1628314421767144,0.09634682052478513
0.014360445296346835,0.019886743871603333
0.012717057466787307,0.027264966020571744
0.09538149051883626,0.0879639366381314
0.01885023153432397,0.04840090398186493
0.06004669446558619,0.052811884610409136
0.03258710898073469,0.04052450720130308
0.018280224333245942,0.04180847731481236
0.08578451729897074,0.11221215718737655
0.031012416969501633,0.08513128493877795
0.08857952732627794,0.042370635973021105
