y_pred,ols_lower,ols_upper,conf_lower,conf_upper,boot_lower,boot_upper,y,median_house_value
12.181823056304697,11.634364665294278,12.729281447315117,11.644320944544722,12.718933548118157,11.63453979049544,12.704271003498237,12.420780718023282,247900.00000000012
11.788303778731281,11.24081068326605,12.335796874196513,11.25007754831053,12.325386321822574,11.241216900337259,12.315458486619669,11.569305798406337,105800.00000000006
12.535255121099542,11.987797714611148,13.082712527587937,11.997711104865427,13.073036348880235,11.992945658688582,13.053274631239242,12.612537253971421,300299.9999999999
11.60947081349921,11.062005690172432,12.156935936825986,11.070488473340381,12.14811749610139,11.060544438021534,12.116520779067441,10.909618988410072,54699.99999999997
12.074951826671647,11.527518034476147,12.622385618867147,11.537282734440584,12.612428583846892,11.529563386312809,12.60184403147183,12.1123112657157,182100.00000000015
11.941101644000922,11.393578110640657,12.488625177361186,11.402828091902647,12.478664837239497,11.398623194212025,12.470572047712315,11.831379196088763,137500.0
11.51827024465766,10.970771427088428,12.065769062226893,10.980003901129383,12.055769249165316,10.972026118722932,12.042100933762633,11.180246026587712,71700.00000000001
11.80634267814956,11.258863850705666,12.353821505593455,11.267995979300123,12.34341232455681,11.259364759146779,12.333965212112568,11.45741275503997,94600.00000000001
12.008871261774049,11.461404413387028,12.55633811016107,11.470863830564733,12.545707050648991,11.460171355882858,12.530368063966359,11.927019899776447,151299.9999999999
11.806021375786262,11.258472141021464,12.35357061055106,11.264714217901117,12.344557001759073,11.253502778660453,12.305690999582053,11.982303898822046,159900.00000000006
12.119377755200658,11.571926107239577,12.666829403161739,11.580794701993375,12.65638999534862,11.574557805066913,12.6454642325065,12.15950500971384,190900.00000000015
11.631052522519617,11.083604883589398,12.178500161449836,11.093532792440678,12.168073420173164,11.089862074992086,12.153696103114015,11.346870880640147,84700.00000000007
11.817362267043539,11.26990947010241,12.364815063984667,11.279189186477225,12.354721882061549,11.26993393644492,12.33872814613061,11.340950200230418,84200.00000000001
12.277799133494337,11.730290442100674,12.825307824888,11.739766661773364,12.81491877169692,11.731264773210293,12.79950647310569,12.04119800233994,169599.99999999994
12.841652214516529,12.294132936681795,13.389171492351263,12.304553254193161,13.380697886278824,12.2983905246265,13.367774059073724,12.803809641285461,363600.00000000023
12.258747968483974,11.71097233962205,12.806523597345898,11.720441565599753,12.796100346311182,11.704662150336574,12.770388095934297,12.774223335915433,352999.9999999998
11.325660266777728,10.778017315993232,11.873303217562224,10.784195620150376,11.864532005650483,10.782156220099088,11.826258336093646,11.14041145700175,68900.00000000004
12.652061035234155,12.104557160924745,13.199564909543565,12.11497532304663,13.19069437946931,12.108853783471464,13.17648981469808,12.669177533084753,317800.0
11.948013627765329,11.400492090146574,12.495535165384084,11.407888596692253,12.48723174039581,11.39961610677264,12.451440084702263,11.867097278690842,142500.0
12.884914917711093,12.337376091090658,13.432453744331529,12.347943600031554,13.423914426120541,12.342686302160491,13.41029472873618,12.75938288090232,347800.00000000023
12.743280779511446,12.19573375353265,13.290827805490242,12.205063976083759,13.280604039310766,12.19917271181297,13.267719718120661,12.101267531164048,180100.0000000001
12.648488023391208,12.100929539719342,13.196046507063073,12.110903892992495,13.1856942286359,12.109589395826792,13.176714628272853,12.668862820257608,317700.0000000003
12.279358770256081,11.73192439956304,12.826793140949123,11.741249775685008,12.81652027080762,11.736647409719048,12.807218788376279,12.490875577231112,265900.0000000002
12.415857012966518,11.868375758148499,12.963338267784536,11.877512329379533,12.95312477801365,11.872840309457224,12.939592261921048,12.238539835667675,206599.99999999994
11.99312191752235,11.44569763049064,12.54054620455406,11.45537396841142,12.530158356701005,11.44744880285835,12.515927937115812,12.031123843065632,167900.00000000003
11.944027054133214,11.396531929376941,12.491522178889486,11.406812444397206,12.482837986745382,11.398150010879876,12.457259040595591,12.289954129510877,217500.00000000015
12.122348118462183,11.574869982426833,12.669826254497533,11.584515886650228,12.660114185879916,11.580830057551248,12.652083101376666,12.114505452004684,182500.0000000001
12.48983561216859,11.942364334635101,13.03730688970208,11.952183251181328,13.027083134290331,11.94818455364072,13.011505928613046,12.980799813082541,433999.99999999965
11.622719304331001,11.075282019541886,12.170156589120117,11.08404017826477,12.160068824042485,11.08188959121902,12.138318948000274,10.95430917736789,57200.000000000015
12.65710621927002,12.109638854774708,13.204573583765331,12.119764513332811,13.195192113183221,12.113124912706196,13.185842563795047,12.810115351007298,365899.99999999977
