y_pred_ols,ols_lower,ols_upper,conf_lower,conf_upper,boot_lower,boot_upper,y,y_pred_boost,y_pred_boot,median_house_value
12.181823056304697,11.634364665294278,12.729281447315117,12.050759732045801,12.704784330123292,12.272502407495601,12.544863937597555,12.420780718023282,12.365987,12.410657949427998,247900.00000000012
11.788303778731281,11.24081068326605,12.335796874196513,11.334657527758935,11.994061280889781,11.560302076159296,11.824147630965236,11.569305798406337,11.669125,11.687880485515034,105800.00000000006
12.535255121099542,11.987797714611148,13.082712527587937,12.258289554452693,12.907324433059955,12.48503116259328,12.712463270071808,12.612537253971421,12.579952,12.596548610667622,300299.9999999999
11.60947081349921,11.062005690172432,12.156935936825986,10.728176691079117,11.376231848186256,10.934787600660874,11.191510432241556,10.909618988410072,11.031311,11.06306174085561,54699.99999999997
12.074951826671647,11.527518034476147,12.622385618867147,11.75513483275257,12.401486536162233,11.972301025331873,12.242723824646898,12.1123112657157,12.084798,12.105017993907367,182100.00000000015
11.941101644000922,11.393578110640657,12.488625177361186,11.261777346075108,11.950131156999616,11.429551403936781,11.86223880322662,11.831379196088763,11.674712,11.649431989650166,137500.0
11.51827024465766,10.970771427088428,12.065769062226893,11.292967346711052,11.94425897098148,11.442341673008782,11.755641250002606,11.180246026587712,11.692957,11.595111190776263,71700.00000000001
11.80634267814956,11.258863850705666,12.353821505593455,11.153583259580875,11.800863166041179,11.379579298037163,11.610834790338238,11.45741275503997,11.470706,11.496623901347553,94600.00000000001
12.008871261774049,11.461404413387028,12.55633811016107,11.413668107576477,12.105507190742905,11.594084464672013,11.925481515053589,11.927019899776447,11.833359,11.756923917750752,151299.9999999999
11.806021375786262,11.258472141021464,12.35357061055106,11.683216576410631,12.330661817025357,11.887885253818467,12.127436634313774,11.982303898822046,11.989735,12.001785404185688,159900.00000000006
12.119377755200658,11.571926107239577,12.666829403161739,11.696932557520842,12.362064865090483,11.924705901875,12.162585167790724,12.15950500971384,12.079392,12.036868043879903,190900.00000000015
11.631052522519617,11.083604883589398,12.178500161449836,11.18615290721924,11.838916067706446,11.409065486931778,11.671457846506327,11.346870880640147,11.477373,11.541009878138935,84700.00000000007
11.817362267043539,11.26990947010241,12.364815063984667,11.170827207537213,11.816747447332109,11.395671407367075,11.609308950835814,11.340950200230418,11.454124,11.505422027568256,84200.00000000001
