y_pred_ols,ols_lower,ols_upper,conf_lower,conf_upper,boot_lower,boot_upper,y,y_pred_boost,y_pred_boot,median_house_value
12.181823056304822,11.634364665294402,12.729281447315241,12.09269240372698,12.792810002853606,12.277879048026437,12.680121185467389,12.420780718023282,12.440013,12.49976104281566,247900.00000000012
11.788303778731596,11.240810683266364,12.335796874196827,11.427076205420342,12.1307303696461,11.57386565471406,12.009269478008893,11.569305798406337,11.790853,11.81858111880443,105800.00000000006
12.535255121099635,11.987797714611242,13.082712527588027,12.219905984432112,12.917722368105872,12.392442608512276,12.799708335280865,12.612537253971421,12.584913,12.616151728850816,300299.9999999999
11.609470813499392,11.062005690172617,12.156935936826168,10.684396780031648,11.379559015831243,10.874205037289629,11.253835265517681,10.909618988410072,11.010909,11.079964099151109,54699.99999999997
12.074951826672121,11.527518034476621,12.622385618867622,11.749562827497874,12.44837645218568,11.945459178938867,12.34600350129649,12.1123112657157,12.10413,12.139642291289782,182100.00000000015
11.94110164400146,11.393578110641197,12.488625177361723,11.529488451842626,12.233750755667169,11.734270050771189,12.102952632075167,11.831379196088763,11.869511,11.935536761504626,137500.0
11.51827024465807,10.970771427088836,12.065769062227302,11.296206023575357,11.99323112027662,11.502348713831779,11.85729813463518,11.180246026587712,11.679454,11.689274096709703,71700.00000000001
11.806342678149852,11.258863850705959,12.353821505593745,11.149938220136491,11.850499635086777,11.323608670686259,11.69734443485567,11.45741275503997,11.499332,11.552767558318589,94600.00000000001
12.00887126177441,11.461404413387388,12.55633811016143,11.303203041438373,12.0487696155817,11.533723352178072,11.904088576407958,11.927019899776447,11.67474,11.736786647063706,151299.9999999999
11.806021375786313,11.258472141021516,12.353570610551111,11.708132664260367,12.406260054472963,11.915973377860421,12.279256217360944,11.982303898822046,12.038644,12.113117251616929,159900.00000000006
12.119377755200988,11.571926107239909,12.666829403162067,11.651104290348647,12.34985532783258,11.83338421389915,12.240852963348631,12.15950500971384,11.968743,12.047448535186266,190900.00000000015
